begin_date,type,paperless_billing,pay_mentmethod,monthly_charges,total_charges,senior_citizen,partner,dependents,internet_service,online_security,online_backup,device_protection,tech_support
2014-08-01,One year,Yes,Bank transfer (automatic),92.15,6056.9,0,No,No,Fiber optic,No,No,Yes,No
2018-02-01,Month-to-month,No,Mailed check,53.6,1315.35,0,Yes,No,DSL,Yes,No,No,Yes
2018-01-01,Month-to-month,Yes,Mailed check,20.15,536.35,0,No,No,,,,,
2017-10-01,Month-to-month,No,Credit card (automatic),89.9,2433.5,0,Yes,No,Fiber optic,No,Yes,Yes,No
2015-08-01,One year,Yes,Electronic check,99.1,5437.1,1,Yes,No,Fiber optic,No,No,Yes,Yes
2019-12-01,Month-to-month,Yes,Mailed check,19.9,19.9,0,No,No,,,,,
2019-03-01,Month-to-month,No,Credit card (automatic),98.3,923.5,0,No,No,Fiber optic,No,No,Yes,No
2019-11-01,Month-to-month,Yes,Mailed check,82.3,214.4,0,No,No,Fiber optic,Yes,No,No,Yes
2015-08-01,Month-to-month,No,Credit card (automatic),105.95,5341.8,0,Yes,Yes,Fiber optic,Yes,No,Yes,No
2017-05-01,Month-to-month,Yes,Credit card (automatic),79.0,2576.8,0,No,No,Fiber optic,No,Yes,Yes,No
2017-12-01,Month-to-month,Yes,Electronic check,98.5,2514.5,1,Yes,No,Fiber optic,No,Yes,Yes,No
2019-09-01,Month-to-month,Yes,Electronic check,95.1,307.4,0,No,No,Fiber optic,No,Yes,No,No
2014-04-01,Two year,Yes,Credit card (automatic),101.1,6994.8,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
2019-12-01,Month-to-month,No,Electronic check,44.45,82.7,0,No,No,DSL,No,No,No,No
2018-05-01,One year,Yes,Credit card (automatic),58.85,1215.45,0,Yes,Yes,DSL,No,Yes,No,No
2020-01-01,Month-to-month,No,Mailed check,20.75,20.75,0,No,Yes,,,,,
2019-09-01,Month-to-month,No,Mailed check,20.35,92.75,0,No,No,,,,,
2018-05-01,Month-to-month,Yes,Mailed check,43.55,1011.5,0,No,No,DSL,Yes,No,No,Yes
2014-02-01,Two year,Yes,Bank transfer (automatic),108.3,7679.65,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
2019-07-01,Month-to-month,Yes,Electronic check,89.15,574.35,1,No,No,Fiber optic,No,No,No,No
2014-03-01,Two year,No,Mailed check,19.6,1416.5,0,Yes,No,,,,,
2019-11-01,Month-to-month,Yes,Electronic check,60.25,170.5,0,No,No,DSL,No,No,No,No
2014-05-01,Two year,No,Bank transfer (automatic),105.35,7240.65,0,Yes,No,Fiber optic,No,No,Yes,Yes
2016-12-01,Month-to-month,Yes,Bank transfer (automatic),66.15,2522.4,0,No,No,DSL,Yes,Yes,Yes,No
2015-09-01,One year,No,Bank transfer (automatic),97.75,5043.2,0,Yes,No,Fiber optic,No,Yes,No,Yes
2016-12-01,Month-to-month,Yes,Credit card (automatic),69.5,2625.25,0,No,No,Fiber optic,No,No,No,No
2017-02-01,Month-to-month,Yes,Electronic check,94.25,3217.55,1,Yes,No,Fiber optic,No,Yes,Yes,No
2015-12-01,Two year,No,Bank transfer (automatic),24.9,1195.25,0,No,No,,,,,
2019-06-01,Month-to-month,No,Mailed check,64.1,504.05,0,No,No,DSL,No,No,Yes,Yes
2017-03-01,Month-to-month,No,Credit card (automatic),86.15,2745.7,0,Yes,Yes,Fiber optic,No,No,No,No
2019-02-01,Month-to-month,Yes,Bank transfer (automatic),45.0,524.35,0,No,No,DSL,No,No,No,No
2014-02-01,Two year,Yes,Electronic check,64.7,4746.05,0,Yes,No,DSL,Yes,Yes,Yes,Yes
2014-02-01,Two year,No,Bank transfer (automatic),19.3,1414.8,0,No,No,,,,,
2018-07-01,One year,Yes,Credit card (automatic),19.7,386.5,0,No,No,,,,,
2014-04-01,Two year,No,Bank transfer (automatic),48.4,3442.8,0,No,No,DSL,Yes,No,Yes,Yes
2015-05-01,One year,Yes,Bank transfer (automatic),109.4,6252.7,0,Yes,No,Fiber optic,No,Yes,Yes,Yes
2018-09-01,Month-to-month,Yes,Electronic check,84.95,1378.25,0,Yes,No,Fiber optic,No,No,No,No
2019-09-01,Month-to-month,Yes,Electronic check,85.7,169.8,0,No,No,Fiber optic,No,No,No,No
2015-06-01,Month-to-month,Yes,Bank transfer (automatic),85.6,4902.8,0,Yes,No,Fiber optic,No,No,No,No
2014-05-01,Two year,No,Electronic check,104.0,7028.5,0,No,No,Fiber optic,No,No,Yes,Yes
2017-09-01,Month-to-month,Yes,Electronic check,51.6,1442.0,1,Yes,No,DSL,No,No,No,No
2016-05-01,One year,Yes,Mailed check,53.95,2375.4,0,No,No,DSL,No,Yes,Yes,No
2019-06-01,Month-to-month,No,Electronic check,45.7,198.0,1,No,No,DSL,No,No,No,No
2019-11-01,Month-to-month,Yes,Electronic check,90.4,168.2,0,No,No,Fiber optic,No,No,No,No
2019-12-01,Month-to-month,Yes,Bank transfer (automatic),35.25,35.25,0,No,No,DSL,No,No,No,No
2017-06-01,One year,Yes,Bank transfer (automatic),109.55,3608.0,0,No,No,Fiber optic,Yes,No,Yes,Yes
2017-09-01,Month-to-month,No,Credit card (automatic),19.35,601.6,0,No,No,,,,,
2016-03-01,One year,Yes,Electronic check,103.7,4730.6,0,No,No,Fiber optic,Yes,No,Yes,Yes
2020-01-01,Month-to-month,No,Electronic check,19.45,19.45,0,Yes,Yes,,,,,
2017-11-01,One year,Yes,Credit card (automatic),101.9,2681.15,0,Yes,No,Fiber optic,Yes,No,No,Yes
2014-08-01,Two year,Yes,Credit card (automatic),79.5,5196.1,0,No,Yes,DSL,No,Yes,Yes,Yes
2014-02-01,Two year,Yes,Bank transfer (automatic),63.8,4684.3,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes
2019-07-01,Month-to-month,Yes,Credit card (automatic),75.1,270.7,0,No,No,Fiber optic,No,No,No,No
2019-06-01,Month-to-month,No,Electronic check,46.0,181.6,1,Yes,Yes,DSL,No,No,No,No
2019-10-01,Month-to-month,No,Mailed check,18.85,84.2,0,Yes,Yes,,,,,
2018-01-01,One year,Yes,Bank transfer (automatic),43.75,903.6,0,No,No,DSL,No,Yes,Yes,No
2019-12-01,Month-to-month,No,Mailed check,20.75,44.2,0,No,No,,,,,
2014-04-01,Two year,No,Credit card (automatic),101.0,7085.5,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes
2015-02-01,Two year,Yes,Electronic check,99.65,5941.05,0,No,No,Fiber optic,No,Yes,Yes,No
2016-09-01,Month-to-month,Yes,Bank transfer (automatic),74.95,2869.85,1,Yes,No,Fiber optic,No,No,No,No
2016-12-01,One year,No,Electronic check,74.05,2802.3,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes
2018-01-01,Month-to-month,No,Electronic check,104.4,2157.95,0,Yes,Yes,Fiber optic,No,Yes,Yes,No
2020-01-01,Month-to-month,Yes,Mailed check,44.0,44.0,0,No,No,DSL,No,No,No,No
2019-01-01,Month-to-month,Yes,Mailed check,94.85,890.6,0,Yes,No,Fiber optic,No,Yes,Yes,Yes
2019-03-01,Month-to-month,Yes,Electronic check,89.5,676.7,1,Yes,No,Fiber optic,No,No,No,No
2014-09-01,One year,No,Bank transfer (automatic),61.35,3874.1,0,Yes,Yes,DSL,Yes,Yes,Yes,No
2018-09-01,Month-to-month,Yes,Credit card (automatic),89.45,1430.25,0,Yes,Yes,Fiber optic,No,Yes,Yes,No
2019-03-01,Month-to-month,Yes,Mailed check,35.8,363.15,0,No,No,DSL,No,No,No,No
2018-12-01,Month-to-month,Yes,Electronic check,96.05,1148.1,0,No,No,Fiber optic,No,No,No,No
2019-09-01,Month-to-month,Yes,Credit card (automatic),63.95,318.1,0,No,No,DSL,No,No,Yes,Yes
2016-08-01,Two year,No,Electronic check,22.95,1014.25,0,Yes,Yes,,,,,
2018-10-01,Month-to-month,No,Electronic check,20.4,321.4,0,Yes,Yes,,,,,
2014-02-01,Two year,Yes,Electronic check,78.95,5730.15,0,Yes,Yes,DSL,No,Yes,No,Yes
2017-09-01,Month-to-month,Yes,Bank transfer (automatic),58.55,1718.95,1,No,No,DSL,Yes,Yes,No,No
2017-09-01,Month-to-month,Yes,Electronic check,74.95,2149.05,0,Yes,No,Fiber optic,No,No,No,No
2019-07-01,Month-to-month,Yes,Mailed check,70.25,331.9,1,No,No,Fiber optic,No,No,No,No
2017-03-01,One year,No,Electronic check,19.9,666.0,0,Yes,Yes,,,,,
2017-10-01,One year,Yes,Electronic check,59.9,1654.7,0,No,No,DSL,Yes,Yes,No,Yes
2016-09-01,Month-to-month,Yes,Bank transfer (automatic),74.65,3090.65,0,No,No,DSL,Yes,No,Yes,Yes
2017-04-01,Month-to-month,No,Mailed check,20.8,635.9,0,Yes,Yes,,,,,
2015-11-01,Month-to-month,Yes,Electronic check,88.05,4367.35,1,Yes,No,Fiber optic,No,Yes,No,No
2014-05-01,Two year,No,Credit card (automatic),61.4,4059.85,0,Yes,Yes,DSL,Yes,No,No,Yes
2015-05-01,Two year,No,Bank transfer (automatic),20.65,1125.6,0,No,No,,,,,
2017-06-01,One year,Yes,Credit card (automatic),72.8,2333.05,0,Yes,No,DSL,Yes,No,No,Yes
2018-06-01,Month-to-month,No,Credit card (automatic),70.55,1493.55,0,No,No,Fiber optic,No,No,No,No
2017-04-01,Month-to-month,No,Mailed check,19.7,675.6,0,No,No,,,,,
2017-01-01,One year,No,Electronic check,67.45,2443.3,0,No,No,DSL,Yes,Yes,Yes,Yes
2017-11-01,Month-to-month,No,Electronic check,83.85,2310.2,1,Yes,No,DSL,No,Yes,Yes,Yes
2014-10-01,Two year,No,Credit card (automatic),19.45,1225.65,0,Yes,No,,,,,
2014-06-01,One year,Yes,Bank transfer (automatic),85.5,5696.6,0,Yes,Yes,Fiber optic,Yes,Yes,No,No
2016-11-01,Month-to-month,Yes,Electronic check,94.65,3624.3,0,Yes,Yes,Fiber optic,No,Yes,Yes,No
2014-10-01,One year,Yes,Bank transfer (automatic),53.85,3399.85,0,Yes,Yes,DSL,No,Yes,No,No
2015-11-01,One year,Yes,Electronic check,90.15,4554.85,0,Yes,Yes,Fiber optic,No,No,Yes,No
2015-10-01,Month-to-month,Yes,Electronic check,110.75,5832.0,1,No,No,Fiber optic,No,Yes,Yes,Yes
2019-09-01,Month-to-month,No,Mailed check,55.15,159.15,0,No,No,DSL,No,No,No,No
2016-07-01,Month-to-month,No,Bank transfer (automatic),66.25,2907.35,0,Yes,No,DSL,Yes,Yes,No,Yes
2019-08-01,Month-to-month,No,Electronic check,95.65,167.3,0,No,No,Fiber optic,No,Yes,No,No
2015-05-01,One year,No,Bank transfer (automatic),106.55,5763.3,0,Yes,No,Fiber optic,Yes,Yes,No,No
2013-12-01,Two year,No,Credit card (automatic),65.3,4759.75,0,Yes,No,DSL,Yes,No,Yes,Yes
2018-12-01,Month-to-month,No,Electronic check,78.85,1043.8,1,No,No,Fiber optic,Yes,Yes,No,No
2014-03-01,Two year,Yes,Bank transfer (automatic),19.6,1387.45,0,Yes,Yes,,,,,
2019-10-01,Month-to-month,Yes,Mailed check,69.55,284.9,0,Yes,Yes,Fiber optic,No,No,No,No
2019-02-01,Month-to-month,Yes,Bank transfer (automatic),50.95,605.75,0,No,No,DSL,Yes,Yes,No,Yes
2018-12-01,One year,No,Mailed check,19.35,324.8,0,No,No,,,,,
2017-01-01,Month-to-month,Yes,Electronic check,83.35,2757.85,0,No,No,Fiber optic,No,No,No,No
2016-01-01,One year,Yes,Mailed check,82.05,4029.95,0,Yes,Yes,Fiber optic,No,No,No,No
2014-08-01,One year,Yes,Credit card (automatic),110.6,7210.85,1,Yes,Yes,Fiber optic,Yes,Yes,No,Yes
2014-03-01,Two year,Yes,Credit card (automatic),95.75,6849.4,0,Yes,Yes,Fiber optic,No,Yes,Yes,No
2019-05-01,Month-to-month,Yes,Bank transfer (automatic),93.55,536.4,0,No,No,Fiber optic,No,No,No,No
2014-02-01,Two year,No,Bank transfer (automatic),20.1,1460.85,0,Yes,Yes,,,,,
2019-12-01,Month-to-month,Yes,Electronic check,70.05,70.05,0,No,No,Fiber optic,No,No,No,No
2015-08-01,One year,No,Bank transfer (automatic),44.1,2369.7,0,No,No,DSL,Yes,No,No,Yes
2014-11-01,Two year,No,Mailed check,24.2,1618.2,0,No,No,,,,,
